"","artist_name","genre","track_name","track_id","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence","Born","Death","X","period"
"3437","Guillaume Dufay","Classical","Missa L'homme arme: Kyrie","2Lu4A1yRyvG56B1rgKx8Q7",30,0.989,0.21,296867,0.111,0.188,"C#",0.0919,-21.968,"Minor",0.0372,58.424,"4/4",0.0397,1397,"1474","","ancient_medieval_renaissance"
"3438","Guillaume Dufay","Classical","Ecclesiae militantis","3d0Jc93Kv2qnGw1vrzIcdN",32,0.994,0.188,310107,0.159,0.272,"F",0.095,-22.248,"Major",0.045,70.614,"3/4",0.162,1397,"1474","","ancient_medieval_renaissance"
"3439","Guillaume Dufay","Classical","J'attendray tant qu'il vous playra","5nUeQgyeNPqgYmLsJ49RYl",26,0.989,0.338,98973,0.127,0.946,"C",0.203,-24.083,"Major",0.0368,92.774,"4/4",0.425,1397,"1474","","ancient_medieval_renaissance"
"3440","Guillaume Dufay","Classical","Bon jour, bon mois","0PjAwn89qgA6UclqJagev1",27,0.991,0.133,268427,0.0626,0.00057,"D",0.344,-27.226,"Minor",0.0486,74.8,"3/4",0.111,1397,"1474","","ancient_medieval_renaissance"
"3441","Guillaume Dufay","Classical","Ave Regina celorum: Ave Regina celorum","1A50Oxw5XudFr23G3kLA4v",26,0.993,0.0852,422667,0.151,0.00471,"A#",0.0907,-26.399,"Major",0.0557,77.284,"4/4",0.0607,1397,"1474","","ancient_medieval_renaissance"
"3442","Guillaume Dufay","Classical","Saltarello - Guillaume Dufay / Jordi Savall","5BHAKNY4j859CUXlCjsgaP",38,0.972,0.498,132838,0.034,0.475,"F",0.0504,-26.164,"Major",0.0532,116.163,"1/4",0.373,1397,"1474","","ancient_medieval_renaissance"
"3443","Guillaume Dufay","Classical","Motets: Alma redemptoris mater","3eX3UeSP08RvNStM1RupmI",28,0.993,0.144,218000,0.0566,0.357,"C",0.0634,-26.652,"Major",0.0422,77.005,"3/4",0.0538,1397,"1474","","ancient_medieval_renaissance"
"3444","Guillaume Dufay","Classical","O proles Hispanie - O sidus Hispanie","5sWFKcZYiD83vwMLAAahfJ",33,0.993,0.189,288947,0.111,0.00111,"A",0.066,-20.008,"Major",0.0424,84.969,"4/4",0.13,1397,"1474","","ancient_medieval_renaissance"
"3445","Guillaume Dufay","Classical","Chansons (arr. for voice and chamber ensemble): Vergene bella","453wdyxY7o5r844xs8Q81O",29,0.991,0.167,260067,0.065,0.000135,"D",0.0934,-20.153,"Minor",0.0503,171.26,"5/4",0.13,1397,"1474","","ancient_medieval_renaissance"
"3446","Guillaume Dufay","Classical","Missa Sancti Jacobi: IX. Communio, Vos qui secuti estis me","3PJLHakikTjh618SjG8QhT",28,0.981,0.214,121333,0.0851,0.0323,"D",0.105,-23.233,"Minor",0.0513,124.842,"4/4",0.0349,1397,"1474","","ancient_medieval_renaissance"
"3447","Guillaume Dufay","Classical","Isorhythmic Motets: Apostolo glorioso - Cum tua doctrina - Andreas, Christi famulus","7nTwlmrw5dRthSvSTmCsKa",39,0.993,0.186,182267,0.117,0.0125,"C",0.0944,-23.432,"Major",0.0485,109.436,"1/4",0.108,1397,"1474","","ancient_medieval_renaissance"
"3448","Guillaume Dufay","Classical","Dufay: Ce moys de may","2feW3HQR89ptD3iKEhk1SN",30,0.832,0.471,157240,0.205,4.3e-05,"A",0.109,-17.012,"Minor",0.033,131.607,"3/4",0.811,1397,"1474","","ancient_medieval_renaissance"
"3449","Guillaume Dufay","Classical","Mass for St. Anthony of Padua: Gradual. Os justi meditabitur sapientiam","0dH12i3bIkl5pA0BiAF9zf",26,0.992,0.21,476227,0.283,0.00803,"C",0.143,-13.898,"Minor",0.0456,134.364,"3/4",0.0817,1397,"1474","","ancient_medieval_renaissance"
"3450","Guillaume Dufay","Classical","Lamentio Sanctae Matris Ecclesiae Constantinopolitanae","0XVYfpZcdnvFxk5dSvOjrx",30,0.979,0.198,462547,0.0454,0.655,"F",0.106,-23.409,"Major",0.047,122.319,"4/4",0.0412,1397,"1474","","ancient_medieval_renaissance"
"6807","Thomas Tallis","Classical","If Ye Love Me","605Agngxzi7m3NADWswCPc",33,0.99,0.161,148867,0.0638,0.0451,"F",0.108,-34.112,"Major",0.0478,78.648,"4/4",0.059,1505,"85","","ancient_medieval_renaissance"
"6808","Thomas Tallis","Classical","Mass For Four Voices: 1. Gloria","6GzfuT24wqfHZquZZwLYIV",33,0.993,0.0876,309197,0.205,0.145,"C",0.105,-22.133,"Major",0.0485,63.989,"4/4",0.0699,1505,"85","","ancient_medieval_renaissance"
"3329","Giovanni Pierluigi da Palestrina","Classical","Sicut cervus","6xzg8scb8U1jkvDFWUscPU",32,0.992,0.129,383985,0.084,0.0929,"G#",0.0727,-27.511,"Major",0.0418,77.928,"4/4",0.0608,1525,"1594","","ancient_medieval_renaissance"
"3330","Giovanni Pierluigi da Palestrina","Classical","Missa Papae Marcelli: Kyrie","46JsxiI6tGMzipdW6CY40H",46,0.995,0.164,270080,0.156,0.445,"A",0.0915,-20.916,"Major",0.0423,136.432,"3/4",0.0396,1525,"1594","","ancient_medieval_renaissance"
"6844","William Byrd","Classical","Sellinger's Round","2VkC2kyZQbKUrDgmKayLsI",32,0.995,0.317,341920,0.139,0.908,"C",0.102,-21.881,"Major",0.0351,97.494,"4/4",0.685,1540,"1623","","ancient_medieval_renaissance"
"6809","Tomás Luis de Victoria","Classical","O Magnum Mysterium","2lcW472ydHxkvO7F20TmfY",29,0.995,0.0786,220360,0.0609,0.0104,"F",0.106,-24.484,"Minor",0.0436,78.44,"3/4",0.0392,1548,"1611","","ancient_medieval_renaissance"
"6810","Tomás Luis de Victoria","Classical","O magnum mysterium","6FCon2mijyzka4B3jq9VbR",29,0.996,0.204,218000,0.1,0.319,"A#",0.125,-24.559,"Minor",0.046,130.146,"3/4",0.0379,1548,"1611","","ancient_medieval_renaissance"
"6811","Tomás Luis de Victoria","Classical","Responsories for Maundy Thursday Nocturn 2: I. Amicus meus osculi me tradidit signa","3odchAeVZWKxPNHwd9jt0e",30,0.994,0.126,180613,0.0722,0.00417,"G",0.111,-22.114,"Minor",0.043,79.09,"4/4",0.0384,1548,"1611","","ancient_medieval_renaissance"
"3332","Giulio Caccini","Classical","Ave Maria","4WlxkezQytVXHqtPqq8bHe",38,0.975,0.0949,329956,0.103,0.911,"E",0.128,-24.069,"Minor",0.0455,86.533,"4/4",0.039,1551,"1618","","ancient_medieval_renaissance"
"3333","Giulio Caccini","Classical","Amarilli mia bella","6GxgK8LQhfWRkF49b5o6Et",31,0.994,0.239,188000,0.0298,0.00466,"G",0.0973,-26.163,"Minor",0.0471,81.616,"4/4",0.0481,1551,"1618","","ancient_medieval_renaissance"
"4995","John Dowland","Classical","The Frog Galliard","3vAlgcCLgVr6VpYzIdwffA",39,0.989,0.311,130267,0.158,0.888,"E",0.101,-21.102,"Major",0.0571,85.796,"3/4",0.519,1563,"1626","","ancient_medieval_renaissance"
"4996","John Dowland","Classical","Lachrimae","6mv4u62JIW4kihhyPj0l06",30,0.946,0.322,315573,0.0134,0.9,"F#",0.102,-37.415,"Minor",0.0471,87.419,"4/4",0.214,1563,"1626","","ancient_medieval_renaissance"
"4997","John Dowland","Classical","The King of Denmark, his Galliard (P 40)","293n8mdKLxSbyKRbpLWKIO",40,0.972,0.353,171093,0.0812,0.89,"C",0.1,-27.665,"Minor",0.0609,109.816,"3/4",0.547,1563,"1626","","ancient_medieval_renaissance"
"4998","John Dowland","Classical","The Frog Galliard (P 23a)","2MCGY9HGOyQB4hPrdisSsg",45,0.97,0.349,119600,0.0817,0.872,"F",0.101,-30.501,"Major",0.0487,105.606,"3/4",0.612,1563,"1626","","ancient_medieval_renaissance"
"4999","John Dowland","Classical","Lady Rich, Her Galliard","39y37kTFNhraC6XKEdT8Qk",37,0.967,0.295,117107,0.0247,0.825,"F#",0.0925,-32.65,"Major",0.0455,83.189,"4/4",0.482,1563,"1626","","ancient_medieval_renaissance"
"5000","John Dowland","Classical","Lute Music - England: Melancholy Galliard","57KVjfRVRgwgaV6fifmGKv",29,0.968,0.484,230000,0.0572,0.856,"G#",0.107,-23.177,"Major",0.0511,84.375,"4/4",0.23,1563,"1626","","ancient_medieval_renaissance"
"739","Carlo Gesualdo","Classical","Illumina faciem tuam","1zyhUOh2S5IL1BuXQ0QZUY",30,0.995,0.18,265667,0.0857,0.803,"F",0.294,-26.068,"Major",0.0432,127.976,"3/4",0.0358,1566,"1613","","ancient_medieval_renaissance"
"740","Carlo Gesualdo","Classical","Feria Quinta, Tenebrae Responsories for Maundy Thursday: II. Tristis est anima mea","6xYV87ttHYSMEPb0HdRMEo",34,0.993,0.0971,274973,0.086,0.000144,"F",0.0883,-22.677,"Major",0.0569,73.547,"1/4",0.0341,1566,"1613","","ancient_medieval_renaissance"
"986","Claudio Monteverdi","Classical","Vespers of 1610: Deus in adiutorium meum intende","1Rb2tPT1l1rU9KtvLHy30E",35,0.947,0.268,124080,0.144,0.264,"D",0.053,-16.22,"Major",0.0336,67.967,"4/4",0.0902,1567,"1643","","ancient_medieval_renaissance"
"987","Claudio Monteverdi","Classical","Ciaccona (Antonio Falconiero ca. 1585-1656)","4MBvOwyAGFzrNX4OYIUv69",47,0.571,0.466,106107,0.148,0,"G",0.242,-23.632,"Major",0.0468,100.503,"3/4",0.742,1567,"1643","","ancient_medieval_renaissance"
"988","Claudio Monteverdi","Classical","Sestina (Lagrime D'Amante Al Sepolcro Dell'Amata): III. Dara la notte il sol","2U2XQkRhz0vpXOxbUkTMoV",35,0.986,0.263,146267,0.106,0,"A",0.19,-20.682,"Minor",0.0463,81.217,"4/4",0.0927,1567,"1643","","ancient_medieval_renaissance"
"989","Claudio Monteverdi","Classical","Monteverdi: L'incoronazione di Poppea, SV 308, Act 3: ""Pur ti miro"" (Neron, Popea)","5NinL2jNwjeRpHwTFeRSv9",43,0.983,0.259,251213,0.0625,3.59e-06,"G",0.1,-21.294,"Major",0.0483,76.588,"3/4",0.182,1567,"1643","","ancient_medieval_renaissance"
"990","Claudio Monteverdi","Classical","Monteverdi / Arr Pluhar: Zefiro torna e di soavi accenti, SV 251","5EiksbNmMRoPJSWPlS55bT",38,0.958,0.397,423573,0.197,1.17e-05,"F",0.0917,-19.784,"Major",0.0473,116.657,"3/4",0.324,1567,"1643","","ancient_medieval_renaissance"
"991","Claudio Monteverdi","Classical","Madrigals, Book 7 (Concerto: settimo libro de madrigali, con altri generi de canti), SV 117–145: Non vedro mai le stelle, SV 126","7t9Z5xSthO0WnMQbuv1R9G",36,0.888,0.298,211000,0.139,0.00379,"A",0.109,-19.633,"Minor",0.0425,122.944,"4/4",0.079,1567,"1643","","ancient_medieval_renaissance"
"992","Claudio Monteverdi","Classical","Psalmus 109. dixit dominus","1E2TtY798hrF3hvXXVrnMt",50,0.979,0.184,437160,0.157,0.000423,"A",0.167,-17.417,"Minor",0.044,170.643,"5/4",0.0805,1567,"1643","","ancient_medieval_renaissance"
"993","Claudio Monteverdi","Classical","Lamento della ninfa, SV 163: Amor, amor","0PkF84nfp8SsFra5dbPWFk",39,0.972,0.231,264067,0.107,8.77e-06,"A",0.0683,-19.28,"Minor",0.0413,95.169,"3/4",0.136,1567,"1643","","ancient_medieval_renaissance"
"5920","Michael Praetorius","Classical","Es ist ein Ros entsprungen","3QKZnmoc786GFVzdQEQvcI",31,0.991,0.27,151413,0.0913,0.0341,"G",0.0519,-22.53,"Major",0.0407,92.639,"4/4",0.253,1571,"1621","","ancient_medieval_renaissance"
"3419","Gregorio Allegri","Classical","Miserere Mei","7qapisdhTwWucUIkn82CNa",24,0.992,0.164,426800,0.0492,0.431,"G",0.109,-25.044,"Minor",0.0496,81.424,"3/4",0.0341,1582,"1652","","baroque"
"3420","Gregorio Allegri","Classical","Allegri : Miserere mei, Deus","3Vh1HcmPj5cyZngT4oizF2",34,0.988,0.0648,893947,0.0371,0.0652,"F#",0.299,-31.158,"Minor",0.0529,71.909,"3/4",0.0316,1582,"1652","","baroque"
"3421","Gregorio Allegri","Classical","Allegri: Miserere: Opening (Excerpt)","732DlohkLtia2hJwxzomus",51,0.992,0.191,345480,0.109,0.615,"G",0.117,-22.05,"Minor",0.0457,75.296,"3/4",0.0343,1582,"1652","","baroque"
"3422","Gregorio Allegri","Classical","Miserere","2ED1VZ53iRImo252U2PEsu",42,0.974,0.15,719133,0.037,0.00266,"G",0.123,-26.859,"Minor",0.046,73.132,"4/4",0.0356,1582,"1652","","baroque"
"3423","Gregorio Allegri","Classical","Miserere mei, Deus","6es7DmrhnDoKj5rsFvh3XU",33,0.986,0.163,501467,0.0199,0.105,"G",0.0815,-36.09,"Minor",0.0421,131.849,"4/4",0.031,1582,"1652","","baroque"
"3331","Girolamo Frescobaldi","Classical","Canzona undecima a due canti ""detta la plettenberger""","2cEwEDExnl2oDTY3Se4R9t",36,0.956,0.245,134800,0.124,0.831,"A",0.113,-21.85,"Minor",0.0459,69.104,"3/4",0.379,1583,"1643","","baroque"
"3742","Heinrich Schütz","Classical","Erbarm dich mein, o Herre Gott, SWV 148","1EHIpqrauZPi65SDE9eTeL",35,0.984,0.134,392880,0.0546,2.15e-05,"C",0.111,-26.69,"Major",0.0574,74.341,"4/4",0.0479,1585,"1672","","baroque"
"6847","William Lawes","Classical","The Royall Consort Sett No. 6 in D Major: I. Fantazy","1IIRhk5eZiQmkUKGRxxtzs",33,0.95,0.323,184747,0.116,0.111,"C#",0.146,-19.19,"Major",0.0405,136.032,"4/4",0.282,1602,"45","","baroque"
"5123","Louis Couperin","Classical","Pavanne in F-sharp minor","13fTWOqHCCHsurUzkYUMDg",35,0.891,0.247,445867,0.132,0.852,"E",0.0565,-25.655,"Minor",0.0338,67.719,"3/4",0.334,1626,"61","","baroque"
"4107","Jean-Baptiste Lully","Classical","Phaéton Opera in 5 acts with prologue: Chaconne in G","41FmO3jamIMi9MbWhMTNbv",38,0.887,0.205,262000,0.157,0.819,"F#",0.208,-14.689,"Major",0.0364,102.629,"3/4",0.133,1632,"87","","baroque"
"4108","Jean-Baptiste Lully","Classical","Phaéton Opera in 5 acts with prologue: Chaconne in G","41FmO3jamIMi9MbWhMTNbv",38,0.887,0.205,262000,0.157,0.819,"F#",0.208,-14.689,"Major",0.0364,102.629,"3/4",0.133,1632,"87","","baroque"
"4109","Jean-Baptiste Lully","Classical","Phaeton, Prologue - Le retour de l'Âge d'or: Ouverture","3zcCQoPjV4MJM8nMUjV0JU",42,0.765,0.399,202413,0.345,0.00655,"A#",0.337,-12.114,"Major",0.0371,127.679,"4/4",0.373,1632,"87","","baroque"
"4110","Jean-Baptiste Lully","Classical","Phaeton, Prologue - Le retour de l'Âge d'or: Ouverture","3zcCQoPjV4MJM8nMUjV0JU",42,0.765,0.399,202413,0.345,0.00655,"A#",0.337,-12.114,"Major",0.0371,127.679,"4/4",0.373,1632,"87","","baroque"
"4111","Jean-Baptiste Lully","Classical","Roland, Opera, LWV 65: Acte I, scene 6: II. Air - Dans nos Climats sans chagrin on soupire (Deux Insulaires)","6BD3HDMKmJXD5G7v29M87N",35,0.931,0.338,284480,0.096,0.000191,"C",0.169,-19.012,"Major",0.0543,121.592,"3/4",0.337,1632,"87","","baroque"
"4112","Jean-Baptiste Lully","Classical","Roland, Opera, LWV 65: Acte I, scene 6: II. Air - Dans nos Climats sans chagrin on soupire (Deux Insulaires)","6BD3HDMKmJXD5G7v29M87N",35,0.931,0.338,284480,0.096,0.000191,"C",0.169,-19.012,"Major",0.0543,121.592,"3/4",0.337,1632,"87","","baroque"
"998","Dietrich Buxtehude","Classical","Sonata in G, BuxWV 271: I. Allegro","1G0q58h4zzIwCuQtxmSHke",28,0.939,0.389,143040,0.306,0.254,"F#",0.169,-16.291,"Major",0.0449,83.384,"4/4",0.699,1637,"1707","Dieterich Buxtehude","baroque"
"999","Dietrich Buxtehude","Classical","Sonata in G, BuxWV 271: I. Allegro","1G0q58h4zzIwCuQtxmSHke",28,0.939,0.389,143040,0.306,0.254,"F#",0.169,-16.291,"Major",0.0449,83.384,"4/4",0.699,1637,"1707","Dieterich Buxtehude","baroque"
"1000","Dietrich Buxtehude","Classical","Prelude in G Minor, BuxWV 149","6gHeI68PYO3wzhKK7Xkgau",0,0.701,0.201,564827,0.0751,0.863,"G",0.198,-17.769,"Minor",0.047,123.248,"3/4",0.0637,1637,"1707","Dieterich Buxtehude","baroque"
"1001","Dietrich Buxtehude","Classical","Prelude in G Minor, BuxWV 149","6gHeI68PYO3wzhKK7Xkgau",0,0.701,0.201,564827,0.0751,0.863,"G",0.198,-17.769,"Minor",0.047,123.248,"3/4",0.0637,1637,"1707","Dieterich Buxtehude","baroque"
"1002","Dietrich Buxtehude","Classical","Fugue in C Major, BuxWV 174","0Ki3VDGuQinEgTydwrhml7",29,0.995,0.333,181446,0.223,0.874,"C",0.0955,-18.798,"Major",0.0406,115.751,"3/4",0.432,1637,"1707","Dieterich Buxtehude","baroque"
"1003","Dietrich Buxtehude","Classical","Fugue in C Major, BuxWV 174","0Ki3VDGuQinEgTydwrhml7",29,0.995,0.333,181446,0.223,0.874,"C",0.0955,-18.798,"Major",0.0406,115.751,"3/4",0.432,1637,"1707","Dieterich Buxtehude","baroque"
"1004","Dietrich Buxtehude","Classical","Prelude in F Major, BuxWV 145","7KVhC5X0urpQwxWowQZADm",34,0.768,0.088,409640,0.153,0.802,"F",0.185,-18.988,"Major",0.0375,67.479,"4/4",0.112,1637,"1707","Dieterich Buxtehude","baroque"
"1005","Dietrich Buxtehude","Classical","Prelude in F Major, BuxWV 145","7KVhC5X0urpQwxWowQZADm",34,0.768,0.088,409640,0.153,0.802,"F",0.185,-18.988,"Major",0.0375,67.479,"4/4",0.112,1637,"1707","Dieterich Buxtehude","baroque"
"1006","Dietrich Buxtehude","Classical","Sonata in F, BuxWV 269: II. Solo- Allegro","3mjmT3PtF3CF5ZdigyFnze",29,0.856,0.358,76173,0.184,0.0433,"E",0.117,-16.373,"Major",0.0558,102.994,"3/4",0.212,1637,"1707","Dieterich Buxtehude","baroque"
"1007","Dietrich Buxtehude","Classical","Sonata in F, BuxWV 269: II. Solo- Allegro","3mjmT3PtF3CF5ZdigyFnze",29,0.856,0.358,76173,0.184,0.0433,"E",0.117,-16.373,"Major",0.0558,102.994,"3/4",0.212,1637,"1707","Dieterich Buxtehude","baroque"
"1008","Dietrich Buxtehude","Classical","Membra Jesu nostri, BuxWV 75: Ad pectus. Sicut modo geniti infantes rationabiles","2HkzdI0OBs49kVEg6di4aI",37,0.936,0.221,173520,0.152,0,"C",0.17,-22.583,"Major",0.0486,78.648,"3/4",0.0883,1637,"1707","Dieterich Buxtehude","baroque"
"1009","Dietrich Buxtehude","Classical","Membra Jesu nostri, BuxWV 75: Ad pectus. Sicut modo geniti infantes rationabiles","2HkzdI0OBs49kVEg6di4aI",37,0.936,0.221,173520,0.152,0,"C",0.17,-22.583,"Major",0.0486,78.648,"3/4",0.0883,1637,"1707","Dieterich Buxtehude","baroque"
"5781","Marc-Antoine Charpentier","Classical","Canticum in nativitatem Domini, 'Frigidae noctis umbra': Marche","1XwYcsWCKFocYLi7n5VJYd",29,0.853,0.28,69693,0.00865,0,"G",0.186,-30.995,"Major",0.0473,84.646,"4/4",0.517,1643,"1704","","baroque"
"428","Arcangelo Corelli","Classical","Concerto Grosso No. 8 in G Minor, Op. 6, ""Christmas Concerto"": Allegro","2dZCu97Sgs5gsgJxKebd5f",31,0.929,0.425,147920,0.16,0.0303,"G",0.312,-13.916,"Minor",0.0355,73.06,"4/4",0.563,1653,"1713","","baroque"
"429","Arcangelo Corelli","Classical","Sonata in D Major, No. 1: I. Grave - Allegro","621kxYPwYbApEAAU4YwC7H",35,0.957,0.201,198693,0.115,0.151,"G#",0.108,-15.789,"Major",0.0406,147.055,"5/4",0.0393,1653,"1713","","baroque"
"430","Arcangelo Corelli","Classical","Sonata ""Follia"" Op.5, No.12: Adagio","2JQYXM1XMiLxw6MCLK4do2",36,0.987,0.2,132987,0.043,0.972,"C#",0.0954,-24.379,"Minor",0.0336,81.646,"4/4",0.209,1653,"1713","","baroque"
"431","Arcangelo Corelli","Classical","Sonata da chiesa a tre in G Major, Op. 3, No. 6: I. Vivace","7cF2ix1NztHtpycXQq15fq",32,0.806,0.423,123840,0.156,0.000587,"F",0.623,-17.959,"Major",0.039,135.911,"4/4",0.563,1653,"1713","","baroque"
"432","Arcangelo Corelli","Classical","Sonata Da Chiesa No. 4 in F Major, Op. 5: II. Allegro","1kpt1wiKwTRf8Ex1UeFAPJ",33,0.881,0.427,143680,0.38,0.414,"E",0.12,-13.799,"Major",0.0376,121.695,"4/4",0.39,1653,"1713","","baroque"
"433","Arcangelo Corelli","Classical","Sonata a 3 in B Minor, Op. 4, No. 12: I. Preludio: Largo","3TTvdxrT4Yw6490giwAnAa",32,0.904,0.138,200440,0.154,0.00237,"A",0.266,-17.041,"Minor",0.0366,67.926,"3/4",0.0861,1653,"1713","","baroque"
"434","Arcangelo Corelli","Classical","Concerto Grosso in D Major, Op. 6 No. 4: II. Allegro","3exta8dwSj4jtkgMnqanKG",37,0.93,0.558,174427,0.257,0.0885,"C#",0.182,-18.11,"Major",0.0399,132.884,"4/4",0.711,1653,"1713","","baroque"
"435","Arcangelo Corelli","Classical","3. Adagio - Allegro - Adagio","17gz8bmRy8HDUf6AZBnD5K",32,0.933,0.201,197750,0.0856,0.794,"D",0.106,-21.483,"Major",0.0443,117.229,"4/4",0.138,1653,"1713","","baroque"
"436","Arcangelo Corelli","Classical","Concerto grosso In G Minor, Op.6, No.8, MC 6.8 ""Fatto per la Notte di Natale"": 3. Adagio - Allegro - Adagio","5kwFK6paxAX3dADjvBYVpF",32,0.921,0.206,180333,0.0729,0.625,"D#",0.104,-26.014,"Major",0.0441,86.083,"3/4",0.133,1653,"1713","","baroque"
"437","Arcangelo Corelli","Classical","Concerto Grosso, Op. 6 No. 8 ""Christmas Concerto"": III. Adagio - Allegro - Adagio","4xto5J5PYgM716iQkgqjx9",28,0.963,0.0974,201693,0.14,0.894,"D#",0.154,-17.532,"Major",0.0485,177.744,"1/4",0.0846,1653,"1713","","baroque"
"438","Arcangelo Corelli","Classical","Concerto grosso No. 7 in D Major, Op. 6: III. Andante largo","0v8o8kpdKAd0S5sI28gZRJ",31,0.941,0.162,159133,0.128,0.00663,"A#",0.121,-16.619,"Minor",0.0406,73.974,"4/4",0.0655,1653,"1713","","baroque"
"439","Arcangelo Corelli","Classical","Sonata a violono e violone e cimbalo, Op. 5, Sonata No.11 in E: II.Allegro","6copqnozlU7klnzLV5em9d",35,0.89,0.455,174613,0.271,0.229,"D#",0.0766,-15.999,"Major",0.0408,117.309,"4/4",0.569,1653,"1713","","baroque"
"4131","Johann Pachelbel","Classical","Canon and Gigue in D major : 1. Canon","5fOZzdeSbV6SA5HjWtIuRL",26,0.736,0.252,270307,0.132,0.000103,"C#",0.187,-19.286,"Major",0.0416,107.462,"4/4",0.236,1653,"1706","","baroque"
"4132","Johann Pachelbel","Classical","Canon and Gigue in D Major: Canon in D Major","065Fb3ElR2BYXTZmMuk14Z",38,0.757,0.168,283200,0.177,0.881,"D",0.102,-15.69,"Major",0.036,82.009,"4/4",0.121,1653,"1706","","baroque"
"4133","Johann Pachelbel","Classical","Pachelbel: Canon and Gigue in D Major, P. 37: I. Canon (Orchestral Version)","16WL3s4JszXh14ORSeGNAE",43,0.715,0.113,300613,0.15,0.916,"D",0.103,-16.647,"Major",0.0362,80.985,"4/4",0.0915,1653,"1706","","baroque"
